trade_id,timestamp,underlying,expiry,strike,option_type,side,quantity,price,reason
3566,2022-11-02 14:11:56,NIFTY,2022-11-03,18100,CE,BUY,1,67.95,ATM_ENTER_18100
3567,2022-11-02 14:11:56,NIFTY,2022-11-03,18100,PE,BUY,1,94.95,ATM_ENTER_18100
3568,2022-11-02 14:11:57,NIFTY,2022-11-03,18100,CE,SELL,1,67.90,ATM_SHIFT_18100->18150
3569,2022-11-02 14:11:57,NIFTY,2022-11-03,18100,PE,SELL,1,95.10,ATM_SHIFT_18100->18150
3570,2022-11-02 14:11:57,NIFTY,2022-11-03,18150,CE,BUY,1,47.10,ATM_ENTER_18150
3571,2022-11-02 14:11:57,NIFTY,2022-11-03,18150,PE,BUY,1,124.00,ATM_ENTER_18150
3572,2022-11-02 14:12:05,NIFTY,2022-11-03,18150,CE,SELL,1,47.30,ATM_SHIFT_18150->18100
3573,2022-11-02 14:12:05,NIFTY,2022-11-03,18150,PE,SELL,1,124.25,ATM_SHIFT_18150->18100
3574,2022-11-02 14:12:05,NIFTY,2022-11-03,18100,CE,BUY,1,68.10,ATM_ENTER_18100
3575,2022-11-02 14:12:05,NIFTY,2022-11-03,18100,PE,BUY,1,95.30,ATM_ENTER_18100
3576,2022-11-02 14:12:07,NIFTY,2022-11-03,18100,CE,SELL,1,67.30,ATM_SHIFT_18100->18150
3577,2022-11-02 14:12:07,NIFTY,2022-11-03,18100,PE,SELL,1,95.45,ATM_SHIFT_18100->18150
3578,2022-11-02 14:12:07,NIFTY,2022-11-03,18150,CE,BUY,1,46.75,ATM_ENTER_18150
3579,2022-11-02 14:12:07,NIFTY,2022-11-03,18150,PE,BUY,1,124.30,ATM_ENTER_18150
3580,2022-11-02 14:12:08,NIFTY,2022-11-03,18150,CE,SELL,1,46.70,ATM_SHIFT_18150->18100
3581,2022-11-02 14:12:08,NIFTY,2022-11-03,18150,PE,SELL,1,125.10,ATM_SHIFT_18150->18100
3582,2022-11-02 14:12:08,NIFTY,2022-11-03,18100,CE,BUY,1,67.10,ATM_ENTER_18100
3583,2022-11-02 14:12:08,NIFTY,2022-11-03,18100,PE,BUY,1,95.75,ATM_ENTER_18100
3584,2022-11-02 14:13:45,NIFTY,2022-11-03,18100,CE,SELL,1,68.10,ATM_SHIFT_18100->18150
3585,2022-11-02 14:13:45,NIFTY,2022-11-03,18100,PE,SELL,1,94.20,ATM_SHIFT_18100->18150
3586,2022-11-02 14:13:45,NIFTY,2022-11-03,18150,CE,BUY,1,47.45,ATM_ENTER_18150
3587,2022-11-02 14:13:45,NIFTY,2022-11-03,18150,PE,BUY,1,123.35,ATM_ENTER_18150
3588,2022-11-02 14:13:49,NIFTY,2022-11-03,18150,CE,SELL,1,46.45,ATM_SHIFT_18150->18100
3589,2022-11-02 14:13:49,NIFTY,2022-11-03,18150,PE,SELL,1,125.25,ATM_SHIFT_18150->18100
3590,2022-11-02 14:13:49,NIFTY,2022-11-03,18100,CE,BUY,1,66.80,ATM_ENTER_18100
3591,2022-11-02 14:13:49,NIFTY,2022-11-03,18100,PE,BUY,1,96.10,ATM_ENTER_18100
3592,2022-11-02 14:13:55,NIFTY,2022-11-03,18100,CE,SELL,1,67.50,ATM_SHIFT_18100->18150
3593,2022-11-02 14:13:55,NIFTY,2022-11-03,18100,PE,SELL,1,95.35,ATM_SHIFT_18100->18150
3594,2022-11-02 14:13:55,NIFTY,2022-11-03,18150,CE,BUY,1,46.90,ATM_ENTER_18150
3595,2022-11-02 14:13:55,NIFTY,2022-11-03,18150,PE,BUY,1,124.30,ATM_ENTER_18150
3596,2022-11-02 14:13:56,NIFTY,2022-11-03,18150,CE,SELL,1,46.90,ATM_SHIFT_18150->18100
3597,2022-11-02 14:13:56,NIFTY,2022-11-03,18150,PE,SELL,1,124.50,ATM_SHIFT_18150->18100
3598,2022-11-02 14:13:56,NIFTY,2022-11-03,18100,CE,BUY,1,67.30,ATM_ENTER_18100
3599,2022-11-02 14:13:56,NIFTY,2022-11-03,18100,PE,BUY,1,95.40,ATM_ENTER_18100
3600,2022-11-02 14:15:01,BANKNIFTY,2022-11-03,41300,CE,SELL,1,165.90,ATM_SHIFT_41300->41200
3601,2022-11-02 14:15:01,BANKNIFTY,2022-11-03,41300,PE,SELL,1,344.75,ATM_SHIFT_41300->41200
3602,2022-11-02 14:15:01,BANKNIFTY,2022-11-03,41200,CE,BUY,1,208.70,ATM_ENTER_41200
3603,2022-11-02 14:15:01,BANKNIFTY,2022-11-03,41200,PE,BUY,1,286.30,ATM_ENTER_41200
3604,2022-11-02 14:15:02,BANKNIFTY,2022-11-03,41200,CE,SELL,1,207.95,ATM_SHIFT_41200->41300
3605,2022-11-02 14:15:02,BANKNIFTY,2022-11-03,41200,PE,SELL,1,286.25,ATM_SHIFT_41200->41300
3606,2022-11-02 14:15:02,BANKNIFTY,2022-11-03,41300,CE,BUY,1,166.05,ATM_ENTER_41300
3607,2022-11-02 14:15:02,BANKNIFTY,2022-11-03,41300,PE,BUY,1,345.40,ATM_ENTER_41300
3608,2022-11-02 14:15:14,NIFTY,2022-11-03,18100,CE,SELL,1,68.15,ATM_SHIFT_18100->18150
3609,2022-11-02 14:15:14,NIFTY,2022-11-03,18100,PE,SELL,1,94.80,ATM_SHIFT_18100->18150
3610,2022-11-02 14:15:14,NIFTY,2022-11-03,18150,CE,BUY,1,47.30,ATM_ENTER_18150
3611,2022-11-02 14:15:14,NIFTY,2022-11-03,18150,PE,BUY,1,123.80,ATM_ENTER_18150
3612,2022-11-02 14:15:21,NIFTY,2022-11-03,18150,CE,SELL,1,47.60,ATM_SHIFT_18150->18100
3613,2022-11-02 14:15:21,NIFTY,2022-11-03,18150,PE,SELL,1,123.20,ATM_SHIFT_18150->18100
3614,2022-11-02 14:15:21,NIFTY,2022-11-03,18100,CE,BUY,1,68.30,ATM_ENTER_18100
3615,2022-11-02 14:15:21,NIFTY,2022-11-03,18100,PE,BUY,1,94.25,ATM_ENTER_18100
3616,2022-11-02 14:15:22,NIFTY,2022-11-03,18100,CE,SELL,1,68.65,ATM_SHIFT_18100->18150
3617,2022-11-02 14:15:22,NIFTY,2022-11-03,18100,PE,SELL,1,93.95,ATM_SHIFT_18100->18150
3618,2022-11-02 14:15:22,NIFTY,2022-11-03,18150,CE,BUY,1,47.65,ATM_ENTER_18150
3619,2022-11-02 14:15:22,NIFTY,2022-11-03,18150,PE,BUY,1,122.95,ATM_ENTER_18150
3620,2022-11-02 14:15:39,NIFTY,2022-11-03,18150,CE,SELL,1,48.00,ATM_SHIFT_18150->18100
3621,2022-11-02 14:15:39,NIFTY,2022-11-03,18150,PE,SELL,1,122.65,ATM_SHIFT_18150->18100
3622,2022-11-02 14:15:39,NIFTY,2022-11-03,18100,CE,BUY,1,68.90,ATM_ENTER_18100
3623,2022-11-02 14:15:39,NIFTY,2022-11-03,18100,PE,BUY,1,93.65,ATM_ENTER_18100
3624,2022-11-02 14:15:40,NIFTY,2022-11-03,18100,CE,SELL,1,69.20,ATM_SHIFT_18100->18150
3625,2022-11-02 14:15:40,NIFTY,2022-11-03,18100,PE,SELL,1,92.90,ATM_SHIFT_18100->18150
3626,2022-11-02 14:15:40,NIFTY,2022-11-03,18150,CE,BUY,1,48.10,ATM_ENTER_18150
3627,2022-11-02 14:15:40,NIFTY,2022-11-03,18150,PE,BUY,1,122.65,ATM_ENTER_18150
3628,2022-11-02 14:15:57,NIFTY,2022-11-03,18150,CE,SELL,1,47.55,ATM_SHIFT_18150->18100
3629,2022-11-02 14:15:57,NIFTY,2022-11-03,18150,PE,SELL,1,123.35,ATM_SHIFT_18150->18100
3630,2022-11-02 14:15:57,NIFTY,2022-11-03,18100,CE,BUY,1,68.40,ATM_ENTER_18100
3631,2022-11-02 14:15:57,NIFTY,2022-11-03,18100,PE,BUY,1,94.30,ATM_ENTER_18100
3632,2022-11-02 14:15:58,NIFTY,2022-11-03,18100,CE,SELL,1,69.00,ATM_SHIFT_18100->18150
3633,2022-11-02 14:15:58,NIFTY,2022-11-03,18100,PE,SELL,1,94.20,ATM_SHIFT_18100->18150
3634,2022-11-02 14:15:58,NIFTY,2022-11-03,18150,CE,BUY,1,47.95,ATM_ENTER_18150
3635,2022-11-02 14:15:58,NIFTY,2022-11-03,18150,PE,BUY,1,123.05,ATM_ENTER_18150
3636,2022-11-02 14:16:04,NIFTY,2022-11-03,18150,CE,SELL,1,47.55,ATM_SHIFT_18150->18100
3637,2022-11-02 14:16:04,NIFTY,2022-11-03,18150,PE,SELL,1,123.30,ATM_SHIFT_18150->18100
3638,2022-11-02 14:16:04,NIFTY,2022-11-03,18100,CE,BUY,1,68.45,ATM_ENTER_18100
3639,2022-11-02 14:16:04,NIFTY,2022-11-03,18100,PE,BUY,1,94.65,ATM_ENTER_18100
3640,2022-11-02 14:16:05,NIFTY,2022-11-03,18100,CE,SELL,1,68.60,ATM_SHIFT_18100->18150
3641,2022-11-02 14:16:05,NIFTY,2022-11-03,18100,PE,SELL,1,94.65,ATM_SHIFT_18100->18150
3642,2022-11-02 14:16:05,NIFTY,2022-11-03,18150,CE,BUY,1,47.70,ATM_ENTER_18150
3643,2022-11-02 14:16:05,NIFTY,2022-11-03,18150,PE,BUY,1,123.30,ATM_ENTER_18150
3644,2022-11-02 14:16:06,NIFTY,2022-11-03,18150,CE,SELL,1,47.55,ATM_SHIFT_18150->18100
3645,2022-11-02 14:16:06,NIFTY,2022-11-03,18150,PE,SELL,1,123.50,ATM_SHIFT_18150->18100
3646,2022-11-02 14:16:06,NIFTY,2022-11-03,18100,CE,BUY,1,68.35,ATM_ENTER_18100
3647,2022-11-02 14:16:06,NIFTY,2022-11-03,18100,PE,BUY,1,94.40,ATM_ENTER_18100
3648,2022-11-02 14:16:07,NIFTY,2022-11-03,18100,CE,SELL,1,68.05,ATM_SHIFT_18100->18150
3649,2022-11-02 14:16:07,NIFTY,2022-11-03,18100,PE,SELL,1,95.10,ATM_SHIFT_18100->18150
3650,2022-11-02 14:16:07,NIFTY,2022-11-03,18150,CE,BUY,1,47.05,ATM_ENTER_18150
3651,2022-11-02 14:16:07,NIFTY,2022-11-03,18150,PE,BUY,1,124.20,ATM_ENTER_18150
3652,2022-11-02 14:16:08,NIFTY,2022-11-03,18150,CE,SELL,1,47.05,ATM_SHIFT_18150->18100
3653,2022-11-02 14:16:08,NIFTY,2022-11-03,18150,PE,SELL,1,124.40,ATM_SHIFT_18150->18100
3654,2022-11-02 14:16:08,NIFTY,2022-11-03,18100,CE,BUY,1,68.05,ATM_ENTER_18100
3655,2022-11-02 14:16:08,NIFTY,2022-11-03,18100,PE,BUY,1,95.25,ATM_ENTER_18100
3656,2022-11-02 14:16:29,NIFTY,2022-11-03,18100,CE,SELL,1,67.80,ATM_SHIFT_18100->18150
3657,2022-11-02 14:16:29,NIFTY,2022-11-03,18100,PE,SELL,1,95.25,ATM_SHIFT_18100->18150
3658,2022-11-02 14:16:29,NIFTY,2022-11-03,18150,CE,BUY,1,47.05,ATM_ENTER_18150
3659,2022-11-02 14:16:29,NIFTY,2022-11-03,18150,PE,BUY,1,124.25,ATM_ENTER_18150
3660,2022-11-02 14:16:33,NIFTY,2022-11-03,18150,CE,SELL,1,47.25,ATM_SHIFT_18150->18100
3661,2022-11-02 14:16:33,NIFTY,2022-11-03,18150,PE,SELL,1,124.45,ATM_SHIFT_18150->18100
3662,2022-11-02 14:16:33,NIFTY,2022-11-03,18100,CE,BUY,1,68.10,ATM_ENTER_18100
3663,2022-11-02 14:16:33,NIFTY,2022-11-03,18100,PE,BUY,1,95.30,ATM_ENTER_18100
3664,2022-11-02 14:16:35,NIFTY,2022-11-03,18100,CE,SELL,1,68.25,ATM_SHIFT_18100->18150
3665,2022-11-02 14:16:35,NIFTY,2022-11-03,18100,PE,SELL,1,94.25,ATM_SHIFT_18100->18150
3666,2022-11-02 14:16:35,NIFTY,2022-11-03,18150,CE,BUY,1,47.85,ATM_ENTER_18150
3667,2022-11-02 14:16:35,NIFTY,2022-11-03,18150,PE,BUY,1,123.15,ATM_ENTER_18150
3668,2022-11-02 14:17:10,NIFTY,2022-11-03,18150,CE,SELL,1,46.55,ATM_SHIFT_18150->18100
3669,2022-11-02 14:17:10,NIFTY,2022-11-03,18150,PE,SELL,1,124.85,ATM_SHIFT_18150->18100
3670,2022-11-02 14:17:10,NIFTY,2022-11-03,18100,CE,BUY,1,67.15,ATM_ENTER_18100
3671,2022-11-02 14:17:10,NIFTY,2022-11-03,18100,PE,BUY,1,95.60,ATM_ENTER_18100
3672,2022-11-02 14:17:28,NIFTY,2022-11-03,18100,CE,SELL,1,67.80,ATM_SHIFT_18100->18150
3673,2022-11-02 14:17:28,NIFTY,2022-11-03,18100,PE,SELL,1,95.65,ATM_SHIFT_18100->18150
3674,2022-11-02 14:17:28,NIFTY,2022-11-03,18150,CE,BUY,1,46.95,ATM_ENTER_18150
3675,2022-11-02 14:17:28,NIFTY,2022-11-03,18150,PE,BUY,1,124.65,ATM_ENTER_18150
3676,2022-11-02 14:17:30,NIFTY,2022-11-03,18150,CE,SELL,1,47.10,ATM_SHIFT_18150->18100
3677,2022-11-02 14:17:30,NIFTY,2022-11-03,18150,PE,SELL,1,124.35,ATM_SHIFT_18150->18100
3678,2022-11-02 14:17:30,NIFTY,2022-11-03,18100,CE,BUY,1,67.90,ATM_ENTER_18100
3679,2022-11-02 14:17:30,NIFTY,2022-11-03,18100,PE,BUY,1,95.10,ATM_ENTER_18100
3680,2022-11-02 14:17:33,NIFTY,2022-11-03,18100,CE,SELL,1,68.05,ATM_SHIFT_18100->18150
3681,2022-11-02 14:17:33,NIFTY,2022-11-03,18100,PE,SELL,1,95.15,ATM_SHIFT_18100->18150
3682,2022-11-02 14:17:33,NIFTY,2022-11-03,18150,CE,BUY,1,47.25,ATM_ENTER_18150
3683,2022-11-02 14:17:33,NIFTY,2022-11-03,18150,PE,BUY,1,124.35,ATM_ENTER_18150
3684,2022-11-02 14:58:46,NIFTY,2022-11-03,18150,CE,SELL,1,48.70,ATM_SHIFT_18150->18100
3685,2022-11-02 14:58:46,NIFTY,2022-11-03,18150,PE,SELL,1,125.40,ATM_SHIFT_18150->18100
3686,2022-11-02 14:58:46,NIFTY,2022-11-03,18100,CE,BUY,1,69.50,ATM_ENTER_18100
3687,2022-11-02 14:58:46,NIFTY,2022-11-03,18100,PE,BUY,1,96.30,ATM_ENTER_18100
3688,2022-11-02 14:58:49,NIFTY,2022-11-03,18100,CE,SELL,1,69.45,ATM_SHIFT_18100->18150
3689,2022-11-02 14:58:49,NIFTY,2022-11-03,18100,PE,SELL,1,96.40,ATM_SHIFT_18100->18150
3690,2022-11-02 14:58:49,NIFTY,2022-11-03,18150,CE,BUY,1,48.70,ATM_ENTER_18150
3691,2022-11-02 14:58:49,NIFTY,2022-11-03,18150,PE,BUY,1,125.70,ATM_ENTER_18150
3692,2022-11-02 15:00:20,BANKNIFTY,2022-11-03,41300,CE,SELL,1,211.95,ATM_SHIFT_41300->41400
3693,2022-11-02 15:00:20,BANKNIFTY,2022-11-03,41300,PE,SELL,1,292.95,ATM_SHIFT_41300->41400
3694,2022-11-02 15:00:20,BANKNIFTY,2022-11-03,41400,CE,BUY,1,169.40,ATM_ENTER_41400
3695,2022-11-02 15:00:20,BANKNIFTY,2022-11-03,41400,PE,BUY,1,350.65,ATM_ENTER_41400
3696,2022-11-02 15:00:23,BANKNIFTY,2022-11-03,41400,CE,SELL,1,167.30,ATM_SHIFT_41400->41300
3697,2022-11-02 15:00:23,BANKNIFTY,2022-11-03,41400,PE,SELL,1,354.40,ATM_SHIFT_41400->41300
3698,2022-11-02 15:00:23,BANKNIFTY,2022-11-03,41300,CE,BUY,1,210.20,ATM_ENTER_41300
3699,2022-11-02 15:00:23,BANKNIFTY,2022-11-03,41300,PE,BUY,1,297.05,ATM_ENTER_41300
3700,2022-11-02 15:00:33,BANKNIFTY,2022-11-03,41300,CE,SELL,1,213.60,ATM_SHIFT_41300->41400
3701,2022-11-02 15:00:33,BANKNIFTY,2022-11-03,41300,PE,SELL,1,296.00,ATM_SHIFT_41300->41400
3702,2022-11-02 15:00:33,BANKNIFTY,2022-11-03,41400,CE,BUY,1,169.70,ATM_ENTER_41400
3703,2022-11-02 15:00:33,BANKNIFTY,2022-11-03,41400,PE,BUY,1,351.65,ATM_ENTER_41400
3704,2022-11-02 15:00:35,BANKNIFTY,2022-11-03,41400,CE,SELL,1,168.50,ATM_SHIFT_41400->41300
3705,2022-11-02 15:00:35,BANKNIFTY,2022-11-03,41400,PE,SELL,1,355.95,ATM_SHIFT_41400->41300
3706,2022-11-02 15:00:35,BANKNIFTY,2022-11-03,41300,CE,BUY,1,211.70,ATM_ENTER_41300
3707,2022-11-02 15:00:35,BANKNIFTY,2022-11-03,41300,PE,BUY,1,297.15,ATM_ENTER_41300
3708,2022-11-02 15:00:43,BANKNIFTY,2022-11-03,41300,CE,SELL,1,213.15,ATM_SHIFT_41300->41400
3709,2022-11-02 15:00:43,BANKNIFTY,2022-11-03,41300,PE,SELL,1,296.45,ATM_SHIFT_41300->41400
3710,2022-11-02 15:00:43,BANKNIFTY,2022-11-03,41400,CE,BUY,1,170.00,ATM_ENTER_41400
3711,2022-11-02 15:00:43,BANKNIFTY,2022-11-03,41400,PE,BUY,1,353.00,ATM_ENTER_41400
3712,2022-11-02 15:00:47,BANKNIFTY,2022-11-03,41400,CE,SELL,1,169.15,ATM_SHIFT_41400->41300
3713,2022-11-02 15:00:47,BANKNIFTY,2022-11-03,41400,PE,SELL,1,356.50,ATM_SHIFT_41400->41300
3714,2022-11-02 15:00:47,BANKNIFTY,2022-11-03,41300,CE,BUY,1,212.45,ATM_ENTER_41300
3715,2022-11-02 15:00:47,BANKNIFTY,2022-11-03,41300,PE,BUY,1,299.00,ATM_ENTER_41300
3716,2022-11-02 15:30:01,NIFTY,2022-11-03,18150,CE,SELL,1,52.05,EOD_CLOSE
3717,2022-11-02 15:30:01,NIFTY,2022-11-03,18150,PE,SELL,1,114.00,EOD_CLOSE
3718,2022-11-02 15:30:01,BANKNIFTY,2022-11-03,41300,CE,SELL,1,173.85,EOD_CLOSE
3719,2022-11-02 15:30:01,BANKNIFTY,2022-11-03,41300,PE,SELL,1,325.00,EOD_CLOSE
3720,2022-11-03 09:15:00,NIFTY,2022-11-03,18000,CE,BUY,1,65.00,ATM_ENTER_18000
3721,2022-11-03 09:15:00,NIFTY,2022-11-03,18000,PE,BUY,1,67.15,ATM_ENTER_18000
3722,2022-11-03 09:15:00,BANKNIFTY,2022-11-03,41000,CE,BUY,1,175.00,ATM_ENTER_41000
3723,2022-11-03 09:15:00,BANKNIFTY,2022-11-03,41000,PE,BUY,1,247.00,ATM_ENTER_41000
3724,2022-11-03 09:15:05,NIFTY,2022-11-03,18000,CE,SELL,1,44.75,ATM_SHIFT_18000->18050
3725,2022-11-03 09:15:05,NIFTY,2022-11-03,18000,PE,SELL,1,65.70,ATM_SHIFT_18000->18050
3726,2022-11-03 09:15:05,NIFTY,2022-11-03,18050,CE,BUY,1,25.75,ATM_ENTER_18050
3727,2022-11-03 09:15:05,NIFTY,2022-11-03,18050,PE,BUY,1,96.80,ATM_ENTER_18050
3728,2022-11-03 09:15:07,BANKNIFTY,2022-11-03,41000,CE,SELL,1,137.65,ATM_SHIFT_41000->41100
3729,2022-11-03 09:15:07,BANKNIFTY,2022-11-03,41000,PE,SELL,1,203.65,ATM_SHIFT_41000->41100
3730,2022-11-03 09:15:07,BANKNIFTY,2022-11-03,41100,CE,BUY,1,106.60,ATM_ENTER_41100
3731,2022-11-03 09:15:07,BANKNIFTY,2022-11-03,41100,PE,BUY,1,260.45,ATM_ENTER_41100
3732,2022-11-03 09:17:12,BANKNIFTY,2022-11-03,41100,CE,SELL,1,118.95,ATM_SHIFT_41100->41200
3733,2022-11-03 09:17:12,BANKNIFTY,2022-11-03,41100,PE,SELL,1,216.65,ATM_SHIFT_41100->41200
3734,2022-11-03 09:17:12,BANKNIFTY,2022-11-03,41200,CE,BUY,1,82.60,ATM_ENTER_41200
3735,2022-11-03 09:17:12,BANKNIFTY,2022-11-03,41200,PE,BUY,1,279.50,ATM_ENTER_41200
3736,2022-11-03 09:17:13,BANKNIFTY,2022-11-03,41200,CE,SELL,1,82.80,ATM_SHIFT_41200->41100
3737,2022-11-03 09:17:13,BANKNIFTY,2022-11-03,41200,PE,SELL,1,281.15,ATM_SHIFT_41200->41100
3738,2022-11-03 09:17:13,BANKNIFTY,2022-11-03,41100,CE,BUY,1,118.95,ATM_ENTER_41100
3739,2022-11-03 09:17:13,BANKNIFTY,2022-11-03,41100,PE,BUY,1,214.55,ATM_ENTER_41100
3740,2022-11-03 09:18:27,BANKNIFTY,2022-11-03,41100,CE,SELL,1,120.40,ATM_SHIFT_41100->41200
3741,2022-11-03 09:18:27,BANKNIFTY,2022-11-03,41100,PE,SELL,1,208.70,ATM_SHIFT_41100->41200
3742,2022-11-03 09:18:27,BANKNIFTY,2022-11-03,41200,CE,BUY,1,83.45,ATM_ENTER_41200
3743,2022-11-03 09:18:27,BANKNIFTY,2022-11-03,41200,PE,BUY,1,272.60,ATM_ENTER_41200
3744,2022-11-03 09:18:32,NIFTY,2022-11-03,18050,CE,SELL,1,40.90,ATM_SHIFT_18050->18100
3745,2022-11-03 09:18:32,NIFTY,2022-11-03,18050,PE,SELL,1,69.75,ATM_SHIFT_18050->18100
3746,2022-11-03 09:18:32,NIFTY,2022-11-03,18100,CE,BUY,1,22.85,ATM_ENTER_18100
3747,2022-11-03 09:18:32,NIFTY,2022-11-03,18100,PE,BUY,1,101.55,ATM_ENTER_18100
3748,2022-11-03 09:18:35,NIFTY,2022-11-03,18100,CE,SELL,1,23.25,ATM_SHIFT_18100->18050
3749,2022-11-03 09:18:35,NIFTY,2022-11-03,18100,PE,SELL,1,100.30,ATM_SHIFT_18100->18050
3750,2022-11-03 09:18:35,NIFTY,2022-11-03,18050,CE,BUY,1,42.40,ATM_ENTER_18050
3751,2022-11-03 09:18:35,NIFTY,2022-11-03,18050,PE,BUY,1,68.80,ATM_ENTER_18050
3752,2022-11-03 09:18:36,NIFTY,2022-11-03,18050,CE,SELL,1,43.05,ATM_SHIFT_18050->18100
3753,2022-11-03 09:18:36,NIFTY,2022-11-03,18050,PE,SELL,1,68.20,ATM_SHIFT_18050->18100
3754,2022-11-03 09:18:36,NIFTY,2022-11-03,18100,CE,BUY,1,24.10,ATM_ENTER_18100
3755,2022-11-03 09:18:36,NIFTY,2022-11-03,18100,PE,BUY,1,99.50,ATM_ENTER_18100
3756,2022-11-03 09:18:43,NIFTY,2022-11-03,18100,CE,SELL,1,23.85,ATM_SHIFT_18100->18050
3757,2022-11-03 09:18:43,NIFTY,2022-11-03,18100,PE,SELL,1,101.15,ATM_SHIFT_18100->18050
3758,2022-11-03 09:18:43,NIFTY,2022-11-03,18050,CE,BUY,1,42.50,ATM_ENTER_18050
3759,2022-11-03 09:18:43,NIFTY,2022-11-03,18050,PE,BUY,1,69.55,ATM_ENTER_18050
3760,2022-11-03 09:18:45,NIFTY,2022-11-03,18050,CE,SELL,1,42.60,ATM_SHIFT_18050->18100
3761,2022-11-03 09:18:45,NIFTY,2022-11-03,18050,PE,SELL,1,69.05,ATM_SHIFT_18050->18100
3762,2022-11-03 09:18:45,NIFTY,2022-11-03,18100,CE,BUY,1,23.85,ATM_ENTER_18100
3763,2022-11-03 09:18:45,NIFTY,2022-11-03,18100,PE,BUY,1,100.30,ATM_ENTER_18100
3764,2022-11-03 09:18:53,NIFTY,2022-11-03,18100,CE,SELL,1,23.05,ATM_SHIFT_18100->18050
3765,2022-11-03 09:18:53,NIFTY,2022-11-03,18100,PE,SELL,1,103.70,ATM_SHIFT_18100->18050
3766,2022-11-03 09:18:53,NIFTY,2022-11-03,18050,CE,BUY,1,41.20,ATM_ENTER_18050
3767,2022-11-03 09:18:53,NIFTY,2022-11-03,18050,PE,BUY,1,71.35,ATM_ENTER_18050
3768,2022-11-03 09:19:02,NIFTY,2022-11-03,18050,CE,SELL,1,41.25,ATM_SHIFT_18050->18100
3769,2022-11-03 09:19:02,NIFTY,2022-11-03,18050,PE,SELL,1,70.35,ATM_SHIFT_18050->18100
3770,2022-11-03 09:19:02,NIFTY,2022-11-03,18100,CE,BUY,1,23.00,ATM_ENTER_18100
3771,2022-11-03 09:19:02,NIFTY,2022-11-03,18100,PE,BUY,1,102.25,ATM_ENTER_18100
3772,2022-11-03 09:19:03,NIFTY,2022-11-03,18100,CE,SELL,1,23.15,ATM_SHIFT_18100->18050
3773,2022-11-03 09:19:03,NIFTY,2022-11-03,18100,PE,SELL,1,101.25,ATM_SHIFT_18100->18050
3774,2022-11-03 09:19:03,NIFTY,2022-11-03,18050,CE,BUY,1,41.65,ATM_ENTER_18050
3775,2022-11-03 09:19:03,NIFTY,2022-11-03,18050,PE,BUY,1,70.10,ATM_ENTER_18050
3776,2022-11-03 09:19:14,NIFTY,2022-11-03,18050,CE,SELL,1,41.55,ATM_SHIFT_18050->18100
3777,2022-11-03 09:19:14,NIFTY,2022-11-03,18050,PE,SELL,1,69.50,ATM_SHIFT_18050->18100
3778,2022-11-03 09:19:14,NIFTY,2022-11-03,18100,CE,BUY,1,22.95,ATM_ENTER_18100
3779,2022-11-03 09:19:14,NIFTY,2022-11-03,18100,PE,BUY,1,100.95,ATM_ENTER_18100
3780,2022-11-03 09:19:17,NIFTY,2022-11-03,18100,CE,SELL,1,22.65,ATM_SHIFT_18100->18050
3781,2022-11-03 09:19:17,NIFTY,2022-11-03,18100,PE,SELL,1,100.70,ATM_SHIFT_18100->18050
3782,2022-11-03 09:19:17,NIFTY,2022-11-03,18050,CE,BUY,1,41.00,ATM_ENTER_18050
3783,2022-11-03 09:19:17,NIFTY,2022-11-03,18050,PE,BUY,1,69.10,ATM_ENTER_18050
3784,2022-11-03 09:19:18,NIFTY,2022-11-03,18050,CE,SELL,1,40.95,ATM_SHIFT_18050->18100
3785,2022-11-03 09:19:18,NIFTY,2022-11-03,18050,PE,SELL,1,69.30,ATM_SHIFT_18050->18100
3786,2022-11-03 09:19:18,NIFTY,2022-11-03,18100,CE,BUY,1,22.65,ATM_ENTER_18100
3787,2022-11-03 09:19:18,NIFTY,2022-11-03,18100,PE,BUY,1,101.15,ATM_ENTER_18100
3788,2022-11-03 09:19:25,NIFTY,2022-11-03,18100,CE,SELL,1,22.70,ATM_SHIFT_18100->18050
3789,2022-11-03 09:19:25,NIFTY,2022-11-03,18100,PE,SELL,1,101.85,ATM_SHIFT_18100->18050
3790,2022-11-03 09:19:25,NIFTY,2022-11-03,18050,CE,BUY,1,40.95,ATM_ENTER_18050
3791,2022-11-03 09:19:25,NIFTY,2022-11-03,18050,PE,BUY,1,70.15,ATM_ENTER_18050
3792,2022-11-03 09:19:29,NIFTY,2022-11-03,18050,CE,SELL,1,41.05,ATM_SHIFT_18050->18100
3793,2022-11-03 09:19:29,NIFTY,2022-11-03,18050,PE,SELL,1,69.20,ATM_SHIFT_18050->18100
3794,2022-11-03 09:19:29,NIFTY,2022-11-03,18100,CE,BUY,1,22.75,ATM_ENTER_18100
3795,2022-11-03 09:19:29,NIFTY,2022-11-03,18100,PE,BUY,1,101.05,ATM_ENTER_18100
3796,2022-11-03 09:19:30,NIFTY,2022-11-03,18100,CE,SELL,1,22.90,ATM_SHIFT_18100->18050
3797,2022-11-03 09:19:30,NIFTY,2022-11-03,18100,PE,SELL,1,100.95,ATM_SHIFT_18100->18050
3798,2022-11-03 09:19:30,NIFTY,2022-11-03,18050,CE,BUY,1,41.30,ATM_ENTER_18050
3799,2022-11-03 09:19:30,NIFTY,2022-11-03,18050,PE,BUY,1,69.10,ATM_ENTER_18050
